year,make,model,problem
2018,Jeep,Wrangler,Brake squeal when stopping
2019,Jeep,Wrangler,Won't start
2019,Jeep,Wrangler,Power window won't go up
2019,Jeep,Wrangler,Wheel bearing humming noise
2019,Jeep,Wrangler,P0420 catalytic converter efficiency
2019,Jeep,Wrangler,ABS light on
2019,Jeep,Wrangler,TPMS light on
2019,Jeep,Wrangler,Rough idle when cold
2010,Hyundai,Elantra,Transmission slipping between gears
2010,Hyundai,Elantra,Overheating in traffic
2010,Hyundai,Elantra,Battery drains overnight
2010,Hyundai,Elantra,Oil leak near valve cover
2010,Hyundai,Elantra,TPMS light on
2010,Hyundai,Elantra,Won't start
2010,Hyundai,Elantra,Brake squeal when stopping
2011,Hyundai,Elantra,Battery drains overnight
2011,Hyundai,Elantra,Overheating in traffic
2011,Hyundai,Elantra,Brake squeal when stopping
2011,Hyundai,Elantra,Alternator failure
2011,Hyundai,Elantra,Steering wheel vibration at highway speed
2011,Hyundai,Elantra,Power window won't go up
2011,Hyundai,Elantra,ABS light on
2012,Hyundai,Elantra,Overheating in traffic
2012,Hyundai,Elantra,Oil leak near valve cover
2012,Hyundai,Elantra,Battery drains overnight
2012,Hyundai,Elantra,Brake squeal when stopping
2012,Hyundai,Elantra,TPMS light on
2012,Hyundai,Elantra,Power window won't go up
2012,Hyundai,Elantra,Rough idle when cold
2013,Hyundai,Elantra,P0420 catalytic converter efficiency
2013,Hyundai,Elantra,Won't start
2013,Hyundai,Elantra,Oil leak near valve cover
2013,Hyundai,Elantra,Overheating in traffic
2013,Hyundai,Elantra,Transmission slipping between gears
2013,Hyundai,Elantra,P0442 EVAP small leak
2013,Hyundai,Elantra,Battery drains overnight
2014,Hyundai,Elantra,Transmission slipping between gears
2014,Hyundai,Elantra,P0420 catalytic converter efficiency
2014,Hyundai,Elantra,Alternator failure
2014,Hyundai,Elantra,Wheel bearing humming noise
2014,Hyundai,Elantra,Brake squeal when stopping
2014,Hyundai,Elantra,Rough idle when cold
2014,Hyundai,Elantra,Oil leak near valve cover
2015,Hyundai,Elantra,Battery drains overnight
2015,Hyundai,Elantra,Won't start
2015,Hyundai,Elantra,AC not blowing cold
2015,Hyundai,Elantra,Power window won't go up
2015,Hyundai,Elantra,Brake squeal when stopping
2015,Hyundai,Elantra,Wheel bearing humming noise
2015,Hyundai,Elantra,P0420 catalytic converter efficiency
2016,Hyundai,Elantra,Power window won't go up
2016,Hyundai,Elantra,P0442 EVAP small leak
2016,Hyundai,Elantra,Rough idle when cold
2016,Hyundai,Elantra,Won't start
2016,Hyundai,Elantra,Brake squeal when stopping
2016,Hyundai,Elantra,P0420 catalytic converter efficiency
2016,Hyundai,Elantra,Wheel bearing humming noise
2017,Hyundai,Elantra,Oil leak near valve cover
2017,Hyundai,Elantra,Power window won't go up
2017,Hyundai,Elantra,Alternator failure
2017,Hyundai,Elantra,Transmission slipping between gears
2017,Hyundai,Elantra,Overheating in traffic
2017,Hyundai,Elantra,Won't start
2017,Hyundai,Elantra,P0420 catalytic converter efficiency
2018,Hyundai,Elantra,Steering wheel vibration at highway speed
2018,Hyundai,Elantra,Won't start
2018,Hyundai,Elantra,Rough idle when cold
2018,Hyundai,Elantra,P0420 catalytic converter efficiency
2018,Hyundai,Elantra,Overheating in traffic
2018,Hyundai,Elantra,TPMS light on
2018,Hyundai,Elantra,Alternator failure
2019,Hyundai,Elantra,Steering wheel vibration at highway speed
2019,Hyundai,Elantra,Transmission slipping between gears
2019,Hyundai,Elantra,Overheating in traffic
2019,Hyundai,Elantra,Won't start
2019,Hyundai,Elantra,Power window won't go up
2019,Hyundai,Elantra,P0442 EVAP small leak
2019,Hyundai,Elantra,AC not blowing cold
2010,Hyundai,Sonata,P0442 EVAP small leak
2010,Hyundai,Sonata,Oil leak near valve cover
2010,Hyundai,Sonata,ABS light on
2010,Hyundai,Sonata,AC not blowing cold
2010,Hyundai,Sonata,Transmission slipping between gears
2010,Hyundai,Sonata,Power window won't go up
2010,Hyundai,Sonata,Brake squeal when stopping
2011,Hyundai,Sonata,Overheating in traffic
2011,Hyundai,Sonata,Won't start
2011,Hyundai,Sonata,AC not blowing cold
2011,Hyundai,Sonata,P0442 EVAP small leak
2011,Hyundai,Sonata,Transmission slipping between gears
2011,Hyundai,Sonata,Oil leak near valve cover
2011,Hyundai,Sonata,Alternator failure
2012,Hyundai,Sonata,Transmission slipping between gears
2012,Hyundai,Sonata,P0442 EVAP small leak
2012,Hyundai,Sonata,Alternator failure
2012,Hyundai,Sonata,ABS light on
2012,Hyundai,Sonata,Steering wheel vibration at highway speed
2012,Hyundai,Sonata,Wheel bearing humming noise
2012,Hyundai,Sonata,AC not blowing cold
2013,Hyundai,Sonata,Alternator failure
2013,Hyundai,Sonata,Battery drains overnight
2013,Hyundai,Sonata,Overheating in traffic
2013,Hyundai,Sonata,Wheel bearing humming noise
2013,Hyundai,Sonata,AC not blowing cold
2013,Hyundai,Sonata,Steering wheel vibration at highway speed
2013,Hyundai,Sonata,TPMS light on
2014,Hyundai,Sonata,Wheel bearing humming noise
2014,Hyundai,Sonata,Rough idle when cold
2014,Hyundai,Sonata,P0442 EVAP small leak
2014,Hyundai,Sonata,Overheating in traffic
2014,Hyundai,Sonata,Alternator failure
2014,Hyundai,Sonata,Power window won't go up
2014,Hyundai,Sonata,Oil leak near valve cover
2015,Hyundai,Sonata,TPMS light on
2015,Hyundai,Sonata,Alternator failure
2015,Hyundai,Sonata,P0442 EVAP small leak
2015,Hyundai,Sonata,Battery drains overnight
2015,Hyundai,Sonata,Oil leak near valve cover
2015,Hyundai,Sonata,Brake squeal when stopping
2015,Hyundai,Sonata,Steering wheel vibration at highway speed
2016,Hyundai,Sonata,TPMS light on
2016,Hyundai,Sonata,Rough idle when cold
2016,Hyundai,Sonata,Alternator failure
2016,Hyundai,Sonata,Steering wheel vibration at highway speed
2016,Hyundai,Sonata,Oil leak near valve cover
2016,Hyundai,Sonata,Transmission slipping between gears
2016,Hyundai,Sonata,AC not blowing cold
2017,Hyundai,Sonata,P0442 EVAP small leak
2017,Hyundai,Sonata,AC not blowing cold
2017,Hyundai,Sonata,ABS light on
2017,Hyundai,Sonata,Power window won't go up
2017,Hyundai,Sonata,Won't start
2017,Hyundai,Sonata,Transmission slipping between gears
2017,Hyundai,Sonata,Oil leak near valve cover
2018,Hyundai,Sonata,Oil leak near valve cover
2018,Hyundai,Sonata,Power window won't go up
2018,Hyundai,Sonata,Steering wheel vibration at highway speed
2018,Hyundai,Sonata,ABS light on
2018,Hyundai,Sonata,Won't start
2018,Hyundai,Sonata,Overheating in traffic
2018,Hyundai,Sonata,Battery drains overnight
2019,Hyundai,Sonata,Won't start
2019,Hyundai,Sonata,ABS light on
2019,Hyundai,Sonata,P0442 EVAP small leak
2019,Hyundai,Sonata,Transmission slipping between gears
2019,Hyundai,Sonata,P0420 catalytic converter efficiency
2019,Hyundai,Sonata,Power window won't go up
2019,Hyundai,Sonata,Steering wheel vibration at highway speed
2011,Kia,Optima,Steering wheel vibration at highway speed
2011,Kia,Optima,Overheating in traffic
2011,Kia,Optima,Battery drains overnight
2011,Kia,Optima,Won't start
2011,Kia,Optima,P0442 EVAP small leak
2011,Kia,Optima,AC not blowing cold
2011,Kia,Optima,Wheel bearing humming noise
2012,Kia,Optima,Transmission slipping between gears
2012,Kia,Optima,Battery drains overnight
2012,Kia,Optima,Alternator failure
2012,Kia,Optima,Oil leak near valve cover
2012,Kia,Optima,ABS light on
2012,Kia,Optima,Overheating in traffic
2012,Kia,Optima,P0420 catalytic converter efficiency
2013,Kia,Optima,AC not blowing cold
2013,Kia,Optima,P0420 catalytic converter efficiency
2013,Kia,Optima,Battery drains overnight
2013,Kia,Optima,Won't start
2013,Kia,Optima,TPMS light on
2013,Kia,Optima,Wheel bearing humming noise
2013,Kia,Optima,Rough idle when cold
2014,Kia,Optima,Alternator failure
2014,Kia,Optima,Wheel bearing humming noise
2014,Kia,Optima,Oil leak near valve cover
2014,Kia,Optima,Rough idle when cold
2014,Kia,Optima,Steering wheel vibration at highway speed
2014,Kia,Optima,ABS light on
2014,Kia,Optima,Power window won't go up
2015,Kia,Optima,Brake squeal when stopping
2015,Kia,Optima,ABS light on
2015,Kia,Optima,Overheating in traffic
2015,Kia,Optima,P0420 catalytic converter efficiency
2015,Kia,Optima,P0442 EVAP small leak
2015,Kia,Optima,AC not blowing cold
2015,Kia,Optima,Transmission slipping between gears
2016,Kia,Optima,AC not blowing cold
2016,Kia,Optima,Rough idle when cold
2016,Kia,Optima,Wheel bearing humming noise
2016,Kia,Optima,P0442 EVAP small leak
2016,Kia,Optima,Won't start
2016,Kia,Optima,ABS light on
2016,Kia,Optima,Oil leak near valve cover
2017,Kia,Optima,Transmission slipping between gears
2017,Kia,Optima,P0420 catalytic converter efficiency
2017,Kia,Optima,Wheel bearing humming noise
2017,Kia,Optima,ABS light on
2017,Kia,Optima,Power window won't go up
2017,Kia,Optima,Rough idle when cold
2017,Kia,Optima,AC not blowing cold
2018,Kia,Optima,Won't start
2018,Kia,Optima,Brake squeal when stopping
2018,Kia,Optima,TPMS light on
2018,Kia,Optima,P0442 EVAP small leak
2018,Kia,Optima,Oil leak near valve cover
2018,Kia,Optima,Alternator failure
2018,Kia,Optima,Wheel bearing humming noise
2019,Kia,Optima,ABS light on
2019,Kia,Optima,P0420 catalytic converter efficiency
2019,Kia,Optima,AC not blowing cold
2019,Kia,Optima,Transmission slipping between gears
2019,Kia,Optima,Wheel bearing humming noise
2019,Kia,Optima,Won't start
2019,Kia,Optima,Rough idle when cold
2011,Kia,Sorento,Brake squeal when stopping
2011,Kia,Sorento,Overheating in traffic
2011,Kia,Sorento,Power window won't go up
2011,Kia,Sorento,Alternator failure
2011,Kia,Sorento,ABS light on
2011,Kia,Sorento,TPMS light on
2011,Kia,Sorento,AC not blowing cold
2012,Kia,Sorento,Overheating in traffic
2012,Kia,Sorento,Alternator failure
2012,Kia,Sorento,TPMS light on
2012,Kia,Sorento,Wheel bearing humming noise
2012,Kia,Sorento,ABS light on
2012,Kia,Sorento,P0442 EVAP small leak
2012,Kia,Sorento,AC not blowing cold
2013,Kia,Sorento,Overheating in traffic
2013,Kia,Sorento,Brake squeal when stopping
2013,Kia,Sorento,Battery drains overnight
2013,Kia,Sorento,AC not blowing cold
2013,Kia,Sorento,Alternator failure
2013,Kia,Sorento,Power window won't go up
2013,Kia,Sorento,Transmission slipping between gears
2014,Kia,Sorento,Brake squeal when stopping
2014,Kia,Sorento,P0442 EVAP small leak
2014,Kia,Sorento,Rough idle when cold
2014,Kia,Sorento,ABS light on
2014,Kia,Sorento,Steering wheel vibration at highway speed
2014,Kia,Sorento,Overheating in traffic
2014,Kia,Sorento,Alternator failure
2015,Kia,Sorento,Steering wheel vibration at highway speed
2015,Kia,Sorento,AC not blowing cold
2015,Kia,Sorento,P0420 catalytic converter efficiency
2015,Kia,Sorento,ABS light on
2015,Kia,Sorento,Battery drains overnight
2015,Kia,Sorento,Overheating in traffic
2015,Kia,Sorento,TPMS light on
2016,Kia,Sorento,P0442 EVAP small leak
2016,Kia,Sorento,Transmission slipping between gears
2016,Kia,Sorento,AC not blowing cold
2016,Kia,Sorento,Won't start
2016,Kia,Sorento,Rough idle when cold
2016,Kia,Sorento,TPMS light on
2016,Kia,Sorento,Wheel bearing humming noise
2017,Kia,Sorento,Brake squeal when stopping
2017,Kia,Sorento,Oil leak near valve cover
2017,Kia,Sorento,Transmission slipping between gears
2017,Kia,Sorento,P0420 catalytic converter efficiency
2017,Kia,Sorento,TPMS light on
2017,Kia,Sorento,Alternator failure
2017,Kia,Sorento,P0442 EVAP small leak
2018,Kia,Sorento,ABS light on
2018,Kia,Sorento,Alternator failure
2018,Kia,Sorento,Won't start
2018,Kia,Sorento,Rough idle when cold
2018,Kia,Sorento,Transmission slipping between gears
2018,Kia,Sorento,AC not blowing cold
2018,Kia,Sorento,P0442 EVAP small leak
2019,Kia,Sorento,Battery drains overnight
2019,Kia,Sorento,Won't start
2019,Kia,Sorento,Overheating in traffic
2019,Kia,Sorento,Rough idle when cold
2019,Kia,Sorento,Steering wheel vibration at highway speed
2019,Kia,Sorento,Power window won't go up
2019,Kia,Sorento,Oil leak near valve cover
2010,Subaru,Outback,Overheating in traffic
2010,Subaru,Outback,Brake squeal when stopping
2010,Subaru,Outback,AC not blowing cold
2010,Subaru,Outback,Oil leak near valve cover
2010,Subaru,Outback,TPMS light on
2010,Subaru,Outback,P0442 EVAP small leak
2010,Subaru,Outback,Transmission slipping between gears
2011,Subaru,Outback,Power window won't go up
2011,Subaru,Outback,Overheating in traffic
2011,Subaru,Outback,Won't start
2011,Subaru,Outback,Wheel bearing humming noise
2011,Subaru,Outback,Brake squeal when stopping
2011,Subaru,Outback,P0420 catalytic converter efficiency
2011,Subaru,Outback,Rough idle when cold
2012,Subaru,Outback,Won't start
2012,Subaru,Outback,Steering wheel vibration at highway speed
2012,Subaru,Outback,Transmission slipping between gears
2012,Subaru,Outback,Power window won't go up
2012,Subaru,Outback,Wheel bearing humming noise
2012,Subaru,Outback,Alternator failure
2012,Subaru,Outback,TPMS light on
2013,Subaru,Outback,TPMS light on
2013,Subaru,Outback,ABS light on
2013,Subaru,Outback,Rough idle when cold
2013,Subaru,Outback,Brake squeal when stopping
2013,Subaru,Outback,Power window won't go up
2013,Subaru,Outback,Transmission slipping between gears
2013,Subaru,Outback,P0442 EVAP small leak
2014,Subaru,Outback,Steering wheel vibration at highway speed
2014,Subaru,Outback,ABS light on
2014,Subaru,Outback,P0420 catalytic converter efficiency
2014,Subaru,Outback,Battery drains overnight
2014,Subaru,Outback,Overheating in traffic
2014,Subaru,Outback,Won't start
2014,Subaru,Outback,Rough idle when cold
2015,Subaru,Outback,Transmission slipping between gears
2015,Subaru,Outback,AC not blowing cold
2015,Subaru,Outback,Rough idle when cold
2015,Subaru,Outback,Brake squeal when stopping
2015,Subaru,Outback,Wheel bearing humming noise
2015,Subaru,Outback,TPMS light on
2015,Subaru,Outback,Steering wheel vibration at highway speed
2016,Subaru,Outback,Brake squeal when stopping
2016,Subaru,Outback,Wheel bearing humming noise
2016,Subaru,Outback,Alternator failure
2016,Subaru,Outback,Transmission slipping between gears
2016,Subaru,Outback,Steering wheel vibration at highway speed
2016,Subaru,Outback,P0442 EVAP small leak
2016,Subaru,Outback,Battery drains overnight
2017,Subaru,Outback,Won't start
2017,Subaru,Outback,Overheating in traffic
2017,Subaru,Outback,Transmission slipping between gears
2017,Subaru,Outback,Power window won't go up
2017,Subaru,Outback,AC not blowing cold
2017,Subaru,Outback,TPMS light on
2017,Subaru,Outback,Alternator failure
2018,Subaru,Outback,ABS light on
2018,Subaru,Outback,Power window won't go up
2018,Subaru,Outback,Overheating in traffic
2018,Subaru,Outback,Brake squeal when stopping
2018,Subaru,Outback,TPMS light on
2018,Subaru,Outback,Rough idle when cold
2018,Subaru,Outback,Steering wheel vibration at highway speed
2019,Subaru,Outback,Alternator failure
2019,Subaru,Outback,Overheating in traffic
2019,Subaru,Outback,ABS light on
2019,Subaru,Outback,Power window won't go up
2019,Subaru,Outback,Battery drains overnight
2019,Subaru,Outback,P0442 EVAP small leak
2019,Subaru,Outback,Brake squeal when stopping
2010,Subaru,Forester,Battery drains overnight
2010,Subaru,Forester,Won't start
2010,Subaru,Forester,Transmission slipping between gears
2010,Subaru,Forester,Alternator failure
2010,Subaru,Forester,Brake squeal when stopping
2010,Subaru,Forester,P0442 EVAP small leak
2010,Subaru,Forester,AC not blowing cold
2011,Subaru,Forester,Brake squeal when stopping
2011,Subaru,Forester,Wheel bearing humming noise
2011,Subaru,Forester,Alternator failure
2011,Subaru,Forester,Oil leak near valve cover
2011,Subaru,Forester,Rough idle when cold
2011,Subaru,Forester,TPMS light on
2011,Subaru,Forester,AC not blowing cold
2012,Subaru,Forester,Steering wheel vibration at highway speed
2012,Subaru,Forester,Brake squeal when stopping
2012,Subaru,Forester,TPMS light on
2012,Subaru,Forester,Oil leak near valve cover
2012,Subaru,Forester,Overheating in traffic
2012,Subaru,Forester,Won't start
2012,Subaru,Forester,AC not blowing cold
2013,Subaru,Forester,Battery drains overnight
2013,Subaru,Forester,Wheel bearing humming noise
2013,Subaru,Forester,Alternator failure
2013,Subaru,Forester,Brake squeal when stopping
2013,Subaru,Forester,Rough idle when cold
2013,Subaru,Forester,ABS light on
2013,Subaru,Forester,P0420 catalytic converter efficiency
2014,Subaru,Forester,Rough idle when cold
2014,Subaru,Forester,TPMS light on
2014,Subaru,Forester,Won't start
2014,Subaru,Forester,Transmission slipping between gears
2014,Subaru,Forester,Oil leak near valve cover
2014,Subaru,Forester,Steering wheel vibration at highway speed
2014,Subaru,Forester,P0442 EVAP small leak
2015,Subaru,Forester,AC not blowing cold
2015,Subaru,Forester,Steering wheel vibration at highway speed
2015,Subaru,Forester,Transmission slipping between gears
2015,Subaru,Forester,Oil leak near valve cover
2015,Subaru,Forester,TPMS light on
2015,Subaru,Forester,P0420 catalytic converter efficiency
2015,Subaru,Forester,Overheating in traffic
2016,Subaru,Forester,Steering wheel vibration at highway speed
2016,Subaru,Forester,Power window won't go up
2016,Subaru,Forester,P0442 EVAP small leak
2016,Subaru,Forester,TPMS light on
2016,Subaru,Forester,Alternator failure
2016,Subaru,Forester,Overheating in traffic
2016,Subaru,Forester,P0420 catalytic converter efficiency
2017,Subaru,Forester,Steering wheel vibration at highway speed
2017,Subaru,Forester,Oil leak near valve cover
2017,Subaru,Forester,Won't start
2017,Subaru,Forester,Transmission slipping between gears
2017,Subaru,Forester,Brake squeal when stopping
2017,Subaru,Forester,AC not blowing cold
2017,Subaru,Forester,P0442 EVAP small leak
2018,Subaru,Forester,Oil leak near valve cover
2018,Subaru,Forester,Brake squeal when stopping
2018,Subaru,Forester,Alternator failure
2018,Subaru,Forester,Overheating in traffic
2018,Subaru,Forester,Battery drains overnight
2018,Subaru,Forester,TPMS light on
2018,Subaru,Forester,P0420 catalytic converter efficiency
2019,Subaru,Forester,Transmission slipping between gears
2019,Subaru,Forester,TPMS light on
2019,Subaru,Forester,ABS light on
2019,Subaru,Forester,Battery drains overnight
2019,Subaru,Forester,AC not blowing cold
2019,Subaru,Forester,P0442 EVAP small leak
2019,Subaru,Forester,Alternator failure
2010,Mazda,Mazda3,Power window won't go up
2010,Mazda,Mazda3,Rough idle when cold
2010,Mazda,Mazda3,TPMS light on
2010,Mazda,Mazda3,Oil leak near valve cover
2010,Mazda,Mazda3,Transmission slipping between gears
2010,Mazda,Mazda3,AC not blowing cold
2010,Mazda,Mazda3,P0420 catalytic converter efficiency
2011,Mazda,Mazda3,P0442 EVAP small leak
2011,Mazda,Mazda3,Alternator failure
2011,Mazda,Mazda3,Wheel bearing humming noise
2011,Mazda,Mazda3,ABS light on
2011,Mazda,Mazda3,TPMS light on
2011,Mazda,Mazda3,Brake squeal when stopping
2011,Mazda,Mazda3,Steering wheel vibration at highway speed
2012,Mazda,Mazda3,Rough idle when cold
2012,Mazda,Mazda3,P0420 catalytic converter efficiency
2012,Mazda,Mazda3,AC not blowing cold
2012,Mazda,Mazda3,Won't start
2012,Mazda,Mazda3,Transmission slipping between gears
2012,Mazda,Mazda3,P0442 EVAP small leak
2012,Mazda,Mazda3,Overheating in traffic
2013,Mazda,Mazda3,Won't start
2013,Mazda,Mazda3,Alternator failure
2013,Mazda,Mazda3,TPMS light on
2013,Mazda,Mazda3,P0420 catalytic converter efficiency
2013,Mazda,Mazda3,Wheel bearing humming noise
2013,Mazda,Mazda3,Rough idle when cold
2013,Mazda,Mazda3,Power window won't go up
2014,Mazda,Mazda3,Steering wheel vibration at highway speed
2014,Mazda,Mazda3,Oil leak near valve cover
2014,Mazda,Mazda3,TPMS light on
2014,Mazda,Mazda3,AC not blowing cold
2014,Mazda,Mazda3,Wheel bearing humming noise
2014,Mazda,Mazda3,Brake squeal when stopping
2014,Mazda,Mazda3,Transmission slipping between gears
2015,Mazda,Mazda3,P0442 EVAP small leak
2015,Mazda,Mazda3,Transmission slipping between gears
2015,Mazda,Mazda3,P0420 catalytic converter efficiency
2015,Mazda,Mazda3,AC not blowing cold
2015,Mazda,Mazda3,Alternator failure
2015,Mazda,Mazda3,Won't start
2015,Mazda,Mazda3,Overheating in traffic
2016,Mazda,Mazda3,Rough idle when cold
2016,Mazda,Mazda3,Brake squeal when stopping
2016,Mazda,Mazda3,Transmission slipping between gears
2016,Mazda,Mazda3,Power window won't go up
2016,Mazda,Mazda3,Wheel bearing humming noise
2016,Mazda,Mazda3,Oil leak near valve cover
2016,Mazda,Mazda3,ABS light on
2017,Mazda,Mazda3,Overheating in traffic
2017,Mazda,Mazda3,P0420 catalytic converter efficiency
2017,Mazda,Mazda3,Power window won't go up
2017,Mazda,Mazda3,Battery drains overnight
2017,Mazda,Mazda3,P0442 EVAP small leak
2017,Mazda,Mazda3,ABS light on
2017,Mazda,Mazda3,AC not blowing cold
2018,Mazda,Mazda3,Brake squeal when stopping
2018,Mazda,Mazda3,Rough idle when cold
2018,Mazda,Mazda3,Power window won't go up
2018,Mazda,Mazda3,P0420 catalytic converter efficiency
2018,Mazda,Mazda3,Wheel bearing humming noise
2018,Mazda,Mazda3,Won't start
2018,Mazda,Mazda3,P0442 EVAP small leak
2019,Mazda,Mazda3,TPMS light on
2019,Mazda,Mazda3,Brake squeal when stopping
2019,Mazda,Mazda3,Won't start
2019,Mazda,Mazda3,Wheel bearing humming noise
2019,Mazda,Mazda3,P0420 catalytic converter efficiency
2019,Mazda,Mazda3,Battery drains overnight
2019,Mazda,Mazda3,Alternator failure
2010,GMC,Sierra 1500,AC not blowing cold
2010,GMC,Sierra 1500,P0442 EVAP small leak
2010,GMC,Sierra 1500,Oil leak near valve cover
2010,GMC,Sierra 1500,Wheel bearing humming noise
2010,GMC,Sierra 1500,TPMS light on
2010,GMC,Sierra 1500,Transmission slipping between gears
2010,GMC,Sierra 1500,Rough idle when cold
2011,GMC,Sierra 1500,Won't start
2011,GMC,Sierra 1500,Rough idle when cold
2011,GMC,Sierra 1500,AC not blowing cold
2011,GMC,Sierra 1500,Alternator failure
2011,GMC,Sierra 1500,Oil leak near valve cover
2011,GMC,Sierra 1500,Overheating in traffic
2011,GMC,Sierra 1500,Battery drains overnight
2012,GMC,Sierra 1500,Won't start
2012,GMC,Sierra 1500,Power window won't go up
2012,GMC,Sierra 1500,Wheel bearing humming noise
2012,GMC,Sierra 1500,TPMS light on
2012,GMC,Sierra 1500,Rough idle when cold
2012,GMC,Sierra 1500,Transmission slipping between gears
2012,GMC,Sierra 1500,AC not blowing cold
2013,GMC,Sierra 1500,Rough idle when cold
2013,GMC,Sierra 1500,AC not blowing cold
2013,GMC,Sierra 1500,Steering wheel vibration at highway speed
2013,GMC,Sierra 1500,Brake squeal when stopping
2013,GMC,Sierra 1500,TPMS light on
2013,GMC,Sierra 1500,Overheating in traffic
2013,GMC,Sierra 1500,Won't start
2014,GMC,Sierra 1500,Won't start
2014,GMC,Sierra 1500,Transmission slipping between gears
2014,GMC,Sierra 1500,Alternator failure
2014,GMC,Sierra 1500,Oil leak near valve cover
2014,GMC,Sierra 1500,AC not blowing cold
2014,GMC,Sierra 1500,TPMS light on
2014,GMC,Sierra 1500,P0420 catalytic converter efficiency
2015,GMC,Sierra 1500,Steering wheel vibration at highway speed
2015,GMC,Sierra 1500,Oil leak near valve cover
2015,GMC,Sierra 1500,P0420 catalytic converter efficiency
2015,GMC,Sierra 1500,TPMS light on
2015,GMC,Sierra 1500,Alternator failure
2015,GMC,Sierra 1500,Transmission slipping between gears
2015,GMC,Sierra 1500,Brake squeal when stopping
2016,GMC,Sierra 1500,Brake squeal when stopping
2016,GMC,Sierra 1500,Won't start
2016,GMC,Sierra 1500,Alternator failure
2016,GMC,Sierra 1500,Overheating in traffic
2016,GMC,Sierra 1500,Power window won't go up
2016,GMC,Sierra 1500,P0420 catalytic converter efficiency
2016,GMC,Sierra 1500,Battery drains overnight
2017,GMC,Sierra 1500,P0442 EVAP small leak
2017,GMC,Sierra 1500,P0420 catalytic converter efficiency
2017,GMC,Sierra 1500,Battery drains overnight
2017,GMC,Sierra 1500,Alternator failure
2017,GMC,Sierra 1500,Brake squeal when stopping
2017,GMC,Sierra 1500,Overheating in traffic
2017,GMC,Sierra 1500,Wheel bearing humming noise
2018,GMC,Sierra 1500,AC not blowing cold
2018,GMC,Sierra 1500,P0442 EVAP small leak
2018,GMC,Sierra 1500,Brake squeal when stopping
2018,GMC,Sierra 1500,Battery drains overnight
2018,GMC,Sierra 1500,ABS light on
2018,GMC,Sierra 1500,Transmission slipping between gears
2018,GMC,Sierra 1500,TPMS light on
2019,GMC,Sierra 1500,Rough idle when cold
2019,GMC,Sierra 1500,ABS light on
2019,GMC,Sierra 1500,TPMS light on
2019,GMC,Sierra 1500,P0442 EVAP small leak
2019,GMC,Sierra 1500,Transmission slipping between gears
2019,GMC,Sierra 1500,Oil leak near valve cover
2019,GMC,Sierra 1500,Alternator failure
